Datetime,Name,Job_title,Skills,Description
2020-06-27 08:12:58-07:00,REPAY,Python Full Stack Developer,"['python', 'full stack', 'dev', 'digital nomad']","
REPAY &ndash; Realtime Electronic Payments is an established and fast growing, Financial Technology company. We build great software that enables businesses to move faster by removing friction in payments processing by offering a comprehensive line of electronic payment solutions including debit and credit card processing, ACH processing, instant funding, and electronic bill payment systems with full IVR, text, and mobile capabilities.

REPAY is looking for an experienced&nbsp;Full Stack Developer&nbsp;(Python) to be part of our Agile and growing software development team in expanding our core payment processing platform and products within the consumer finance industry. Work in a small team, where you will have an immediate and measurable impact on our fast-growing business by helping us reach the next level and stage of growth. Here, we work hard&mdash;but we have lots of fun doing it. So, if you like a cool, collaborative, and challenging work environment, you&rsquo;ll fit right in.

REPAY&rsquo;s Tech Stack:


* Python 3.x&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;

* Pyramid

* React&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;

* React Native

* AWS&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;

* Redux

* Docker

* Postgres&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;

* External APIs: Twilio, SendGrid, and other




You&rsquo;ll be responsible for:


* Building and enhancing our core API, user interfaces, and backend processing systems via new greenfield development and supporting legacy systems

* Integrating with existing corporate and partner applications which span multiple languages and frameworks

* Developing high performance and reusable software with excellent test coverage

* Developing and deploying to cloud-based technology (AWS)

* Participate in the design of our core products

* Evaluating existing and new technologies and ensuring our applications utilize industry best practices

* Supporting the operations team in order to provide the best uptime and service quality

* Occasional travel to Tempe, AZ for remote employees




Skills &amp; Requirements:


* Experience working with Python (3.x), Django and/or Pyramid

* Help support and maintain the mobile application (React Native)

* Experience with building highly available systems

* Experience working with JavaScript

* A track record of success with developing modern APIs

* Good understanding of application security

* Comfortable working in off-hours on-call rotation program




Preferred Skills &amp; Requirements:


* Experience leading projects/initiatives

* Experience with Kubernetes

* AWS knowledge

* Good understanding of Payments processing and/or developing Payments products

* Familiarity of PCI compliance

* Relational database experience using Postgres

* DevOps/Infrastructure experience



 Apply now and work remotely at REPAY"
2020-06-27 06:32:25-07:00,You.i TV,Senior React Native Developer,"['react native', 'react', 'dev', 'javascript']","As a Top 25 Great Place to Work&reg; recipient, AON Hewitt Best Employer, and one of the fastest growing tech companies in North America according to Deloitte, You.i TV is changing the way that viewers experience TV across mobile, tablet and streaming devices. Interested in building the future of TV? We&rsquo;re actively recruiting a Software Developer to take on a React Native project within our Services Engineering group.




What you'll do:






* Contribute to cutting edge, graphics intensive cross-platform applications.

* Work as part of a highly collaborative Agile team to push innovation forward.

* Day-to-day work will include daily stand-ups with your awesome team, working collaboratively in your pod area with Product Management, Testers, UX and of course, fellow developers.

* Our tools include: Github, Jira, and your IDE and OS of choice.

* You will have access to readily available support from your team with the many cool technologies that we work with.











What you bring to the table:




* &nbsp;A strong sense of curiosity and interest in learning new technologies.

* You like to iterate quickly and enjoy improving the performance of existing features.

* You have prior experience developing applications with a strong command of Javascript

* You have shipped apps using React Native on iOS and Android

* You have experience integrating with web services

* You've used popular toolkits to build some impressive user interfaces

* You have experience working with JS application architecture or state container frameworks like Redux or Flux

* Bonus points if you have built apps for TVOS!

* Even more bonus points if you've contributed to an open source project, participated in the wider Javascript/React Native communities as an expert, and have either a Github account or portfolio we can take a look at.








Distribution is the name of the game. TV &amp; Media companies are in a race to reach as many viewers as possible on screens of all shapes and sizes. Which is why brands such as A+E Networks, AT&amp;T, WarnerMedia, NBA, Warner Brothers, National Geographic, and Fox have already turned to You.i TV to develop and deploy their suite of TV applications.

You.i TV is an equal opportunity employer. We celebrate the differences between us that make us all special and unique in our own ways. We know interviewing can be pretty stressful so please let us know if we can do anything to make the experience as enjoyable as possible! This includes special accommodations throughout the interview process.

Keep up on all things You.i TV by following us on&nbsp;LinkedIn,&nbsp;Instagram, and&nbsp;Twitter.
 Apply now and work remotely at You.i TV"
2020-06-27 04:57:47-07:00,Numbrs,Software Architect,"['architecture', 'dev', 'digital nomad']","
Numbrs is reshaping the future of the workplace. We are a fully remote company, at which every employee is free to live and work wherever they want.

Numbrs was founded with the vision to revolutionise banking. Therefore from day one Numbrs has always been a technology company, which is driven by a strong entrepreneurial spirit and the urge to innovate. We live and embrace technology.

At Numbrs, our engineers don&rsquo;t just develop things &ndash; we have an impact. We change the way how people are managing their finances by building the best products and services for our users.

Numbrs engineers are innovators, problem-solvers, and hard-workers who are building solutions in big data, mobile technology and much more. We look for professional, highly skilled engineers who evolve, adapt to change and thrive in a fast-paced, value-driven environment.

Join our dedicated technology team that builds massively scalable systems, designs low latency architecture solutions and leverages machine learning technology to turn financial data into action. Want to push the limit of personal finance management? Join Numbrs.

Job Description

You will work in the Architecture team to support the Head of Technology in all the activities of the Technology department. You will be responsible and accountable for the oversight of all aspects of engineering operations, the architecture and design of Numbrs platform, and the delivery of services and solutions within Technology.

Key Qualifications


* a Bachelor's or higher degree in technical field of study or equivalent practical experience

* a minimum of 5 years experience architecting, developing, evolving and troubleshooting large scale distributed systems

* hands-on experience with micro-service based architecture

* experience with software engineering best practices, coding standards, code reviews, testing and operations

* hands-on experience with Java

* knowledge of AWS, Kubernetes, and Docker

* leadership experience

* excellent troubleshooting and creative problem-solving abilities

* excellent written and oral communication and interpersonal skills




Ideally, candidates will also have


* experience with systems for automating deployment, scaling, and management of containerised applications, such as Kubernetes and Mesos

* experience with machine learning and big data technologies, such as Kafka, Storm, Flink and Cassandra

* experience with encryption and cryptography standards




Location: Remote
 Apply now and work remotely at Numbrs"
2020-06-27 04:41:52-07:00,Space 48,Frontend Developer,"['front end', 'dev', 'digital nomad']","
You are a Frontend Developer in our SaaS Practice, focusing on building our BigCommerce and Shopify stores. You work with your team to deliver your projects on-time and on-budget, working closely with your customers and the wider business.

Here&rsquo;s how your week may look:

You start your day in a team Stand Up discussing progress you made yesterday, listening to your team members describe their current issues and dropping some knowledge bombs on how you &ldquo;solved this last time&rdquo;. You&rsquo;re working from home today, so you pay the pet tax and encourage your four-legged-friend wave to the camera before logging off.

First up you&rsquo;ve got a pair-programming session with a Junior Developer in your team to help them through a tough UI problem that they&rsquo;ve been working on. They&rsquo;ve been steadily improving under your experienced wing and are turning into a really productive team member.

After lunch you&rsquo;ll set your Slack status and turn on Do Not Disturb for a couple of hours while you debug a weird issue with a customer&rsquo;s site. Shopify recently released an update to the checkout and (for some reason!) your customer&rsquo;s site stopped working. You find the problem, update the functional tests to cover this use case and let the Project Manager know the good news! You push your feature branch to Bitbucket and watch Bitbucket Pipelines build your artifact and prove that your tests pass.

Your JIRA issue has automatically transitioned to &ldquo;In Code Review&rdquo; and you open your pull request, studying your diff carefully before assigning it to your team mate for a sanity check.

Tomorrow (assuming all is well!) you&rsquo;ll merge your pull request into a release branch and let Pipelines deploy it to Staging where it will be regression tested by the QA Team and their bank of automated tests. It should be out to Production by the end of the week, providing we can get through the testing and get client sign off by 2pm on Thursday.

If you read this and it sounds like your ideal job &mdash; we want you on the team!

What You&rsquo;ll Be Doing

The following should give you an idea of how you&rsquo;ll be expected to typically be spending your time. It&rsquo;s not set in stone and it may change from week-to-week, but it gives an idea of what is expected from the role.

Software Development (90%)

You&rsquo;ll be spending the majority of your time working on delivering projects for our customers with your team. You&rsquo;ll be building BigCommerce and Shopify themes, working with the design and CX team to bring our customers requirements to life!

You&rsquo;ll work with the Practice Lead to progress our platform specific goals and build out tools and products to make sure we&rsquo;re constantly improving on how we work.

Depending on your experience, a portion of this time is expected to be spent assisting other team members in delivering their work effectively.

Personal Development (10%)

Keeping up with new software releases, development practices, horror stories and post mortems are&nbsp; an essential part of any Software Developer&rsquo;s time! Use this time to push forward your objectives and research tools and techniques you need to stay productive.

Who You Are

Here&rsquo;s an idea of the type of experience you&rsquo;ve got along with an idea of what we think would be useful to also know:

Essential Technical Skills


* HTML

* CSS

* Client-Side JavaScript

* Experience working with one or more JavaScript based build tool (e.g. Grunt, Gulp, Webpack)

* Experience working with Git

* Knowledge of the HTTP and H2&nbsp; protocols, in particular how they are relevant to frontend performance

* Knowledge of web application security as it pertains to frontend web development

* A frontend specialism / interest (e.g. accessibility, performance, user experience)&nbsp;




Desirable Technical Skills


* Building Shopify or BigCommerce themes

* Typescript

* React

* Experience using one or more Unix Shells (e.g. bash, zsh)

* Experience unit and functional testing with JavaScript

* Atlassian Suite (Jira, Confluence, BitBucket)




Essential Knowledge and Experience


* Experience of the full software lifecycle

* Experience dealing directly with non-technical stakeholders

* Highly motivated with demonstrable technical and analytical skills

* Desire to further technical skills and knowledge

* Attention to detail, commitment and desire to complete a consistently high standard of work

* Advanced time management skills with the ability to manage own tasks to agreed timelines with limited supervision

* Able to clearly communicate complex design and development decisions

* Able to articulate complex technical solutions with minimal assistance

* Able to design and build complex technical solutions with minimal assistance

* Strong communication skills




Desirable Knowledge and Experience


* One year of development experience working in a development team within a commercial environment

* One year of software development experience on an ecommerce platform

* Experience with Agile methodologies

* Managing tasks and timelines of a development team, within a commercial environment

* Advanced knowledge of best practice and architecture for complex web applications

* Advanced knowledge of and able to avoid common security issues in web applications




Your Responsibilities

The following are the types of tasks that you may be required to perform as part of your role.


* Build Software



* Interpret business requirements and technical specification documents, to deliver an appropriate technical solution to agreed quality and timelines

* Write software to an agreed set of coding standards

* Create, document, and implement automated test scenarios

* Create and maintain technical documentation

* Set up and maintain deployment systems

* Participate in manual testing of work in progress

* To be part of an escalation process for technical guidance in the wider development team



* Maintain Software



* Perform maintenance development

* Investigate, analyse and document defects

* Correct identified defects

* Support customers out-of-hours as part of an on-call rota



* Communicate with Team



* Provide progress reports on tasks and projects



* Assist in Planning



* Participate in project planning meetings

* Participate in Discovery sessions

* Create business requirement and technical specification documents



* Share Knowledge and Ideas



* Proactively suggest improvements in customer programmes of work

* Actively support and mentor less senior members of the development team

* Perform related duties as assigned.





 Apply now and work remotely at Space 48"
2020-06-27 04:41:52-07:00,Space 48,Frontend UI Developer,"['front end', 'dev', 'design', 'digital nomad']","
You are a Frontend Developer in our SaaS Practice, focusing on building our BigCommerce and Shopify stores. You work with your team to deliver your projects on-time and on-budget, working closely with your customers and the wider business.

Here&rsquo;s how your week may look:

You start your day in a team Stand Up discussing progress you made yesterday, listening to your team members describe their current issues and dropping some knowledge bombs on how you &ldquo;solved this last time&rdquo;. You&rsquo;re working from home today, so you pay the pet tax and encourage your four-legged-friend wave to the camera before logging off.

First up you&rsquo;ve got a pair-programming session with a Junior Developer in your team to help them through a tough UI problem that they&rsquo;ve been working on. They&rsquo;ve been steadily improving under your experienced wing and are turning into a really productive team member.

After lunch you&rsquo;ll set your Slack status and turn on Do Not Disturb for a couple of hours while you debug a weird issue with a customer&rsquo;s site. Shopify recently released an update to the checkout and (for some reason!) your customer&rsquo;s site stopped working. You find the problem, update the functional tests to cover this use case and let the Project Manager know the good news! You push your feature branch to Bitbucket and watch Bitbucket Pipelines build your artifact and prove that your tests pass.

Your JIRA issue has automatically transitioned to &ldquo;In Code Review&rdquo; and you open your pull request, studying your diff carefully before assigning it to your team mate for a sanity check.

Tomorrow (assuming all is well!) you&rsquo;ll merge your pull request into a release branch and let Pipelines deploy it to Staging where it will be regression tested by the QA Team and their bank of automated tests. It should be out to Production by the end of the week, providing we can get through the testing and get client sign off by 2pm on Thursday.

If you read this and it sounds like your ideal job &mdash; we want you on the team!

What You&rsquo;ll Be Doing

The following should give you an idea of how you&rsquo;ll be expected to typically be spending your time. It&rsquo;s not set in stone and it may change from week-to-week, but it gives an idea of what is expected from the role.

Software Development (90%)

You&rsquo;ll be spending the majority of your time working on delivering projects for our customers with your team. You&rsquo;ll be building BigCommerce and Shopify themes, working with the design and CX team to bring our customers requirements to life!

You&rsquo;ll work with the Practice Lead to progress our platform specific goals and build out tools and products to make sure we&rsquo;re constantly improving on how we work.

Depending on your experience, a portion of this time is expected to be spent assisting other team members in delivering their work effectively.

Personal Development (10%)

Keeping up with new software releases, development practices, horror stories and post mortems are&nbsp; an essential part of any Software Developer&rsquo;s time! Use this time to push forward your objectives and research tools and techniques you need to stay productive.

Who You Are

Here&rsquo;s an idea of the type of experience you&rsquo;ve got along with an idea of what we think would be useful to also know:

Essential Technical Skills


* HTML

* CSS

* Client-Side JavaScript

* Experience working with one or more JavaScript based build tool (e.g. Grunt, Gulp, Webpack)

* Experience working with Git

* Knowledge of the HTTP and H2&nbsp; protocols, in particular how they are relevant to frontend performance

* Knowledge of web application security as it pertains to frontend web development

* A frontend specialism / interest (e.g. accessibility, performance, user experience)&nbsp;




Desirable Technical Skills


* Building Shopify or BigCommerce themes

* Typescript

* React

* Experience using one or more Unix Shells (e.g. bash, zsh)

* Experience unit and functional testing with JavaScript

* Atlassian Suite (Jira, Confluence, BitBucket)




Essential Knowledge and Experience


* Experience of the full software lifecycle

* Experience dealing directly with non-technical stakeholders

* Highly motivated with demonstrable technical and analytical skills

* Desire to further technical skills and knowledge

* Attention to detail, commitment and desire to complete a consistently high standard of work

* Advanced time management skills with the ability to manage own tasks to agreed timelines with limited supervision

* Able to clearly communicate complex design and development decisions

* Able to articulate complex technical solutions with minimal assistance

* Able to design and build complex technical solutions with minimal assistance

* Strong communication skills




Desirable Knowledge and Experience


* One year of development experience working in a development team within a commercial environment

* One year of software development experience on an ecommerce platform

* Experience with Agile methodologies

* Managing tasks and timelines of a development team, within a commercial environment

* Advanced knowledge of best practice and architecture for complex web applications

* Advanced knowledge of and able to avoid common security issues in web applications




Your Responsibilities

The following are the types of tasks that you may be required to perform as part of your role.


* Build Software



* Interpret business requirements and technical specification documents, to deliver an appropriate technical solution to agreed quality and timelines

* Write software to an agreed set of coding standards

* Create, document, and implement automated test scenarios

* Create and maintain technical documentation

* Set up and maintain deployment systems

* Participate in manual testing of work in progress

* To be part of an escalation process for technical guidance in the wider development team



* Maintain Software



* Perform maintenance development

* Investigate, analyse and document defects

* Correct identified defects

* Support customers out-of-hours as part of an on-call rota



* Communicate with Team



* Provide progress reports on tasks and projects



* Assist in Planning



* Participate in project planning meetings

* Participate in Discovery sessions

* Create business requirement and technical specification documents



* Share Knowledge and Ideas



* Proactively suggest improvements in customer programmes of work

* Actively support and mentor less senior members of the development team

* Perform related duties as assigned.





 Apply now and work remotely at Space 48"
2020-06-27 01:46:16-07:00,iubenda,Senior Front End JS Developer,"['front end', 'dev', 'javascript', 'senior']","
Were looking for a senior Javascript developer to take the lead of all our JS assets. The widgets that iubenda distributes (the privacy policy widget and the cookie solution) are delivered across billions of page views every month, we're always looking for smart and motivated people to join our development team. If youre excited to work with one of the very few Italian companies offering SaaS solutions internationally, youre looking at the right place. Were used by thousands of clients in the US and in more than 100 other countries. The Javascript that youll write will be used on hundreds of thousands of websites.
Location
Bologna and Milan, Italy or remote - preferably not exceeding 3 hours from the Central European Time (CET).

Both our offices are incredibly nice places to work from, both located in the center of their respective cities. 

Benefits

 * LEARNING BUDGET - Well sponsor your professional growth by providing a budget that can be used for courses, events, workshops and books.
 * REMOTE WORK - You can work from one of our offices in Italy or remotely. We are used and fully structured to onboard people who rather work full-time remotely.
 * WORKPLACE FLEXIBILITY - Aside from having two offices in Italy, in Bologna and Milan and both being incredibly well located nice places to work from, we have a remote work policy for those not under a remote contract (52 days per year).
 * COMPANY RETREATS - Twice a year (summer and winter) we get together in amazing destinations to work, bond and enjoy team building activities. We offer a fully paid week-long retreats to places like Val D'Orcia, Capri, the Dolomites or the Tonnara di Scopello.
 * WORK EQUIPMENT - Well provide an equipment allowance so that you can perform at your best.
 * GREAT WORK ENVIRONMENT - Work in a casual (no dress code!) but continuously growing environment. Besides, you will be part of a multicultural team full of talented and expert people and you will find a team spirit, which you would rarely find elsewhere.
 * ENGLISH CLASSES - We offer English classes in a weekly basis at our Bologna office, in 3 different levels, within working hours.
 
 * COMPETITIVE SALARY - We offer a highly competitive salary when compared with other Italian startups since we have high standards on finding the best people to join our team. Besides, we offer a generous paid time-off (+25 weekdays/year).
 

 Apply now and work remotely at iubenda"
2020-06-27 00:13:33-07:00,Kinsta,Senior Javascript Developer Trainer,"['edu', 'dev', 'javascript', 'senior']","
Ever since Kinsta&rsquo;s establishment we have prioritized quality, future-proof and forward-thinking development. Our focus on the latest technologies, code refactoring, ownership and the importance of domain knowledge has helped us grow each individual within our team.

We are looking for a Senior Developer Trainer with experience in training teams of 20+, both in groups and individually, and imparting technical and domain knowledge alike.

Your goal will be to make development more effective through better onboarding, more efficient knowledge flow to team members and lifelong learning. You will be tasked with overseeing, expanding and improving our existing training pipelines in service of this goal. Some key areas are:


* Tracking developer progression, identifying team knowledge bottlenecks, as well as individual goals and helping developers grow in those areas.

* Onboarding and initial training of new team members to give them the necessary technical skills, domain knowledge and soft skills.

* The efficient training of our code school pipeline where our goal is to find driven students and give them the tools they need to become great developers at Kinsta.




We strongly emphasize the importance of ownership paired with wide decision making capabilities.&nbsp;We are building a team of leaders and this is something we want to instil at every level.

Location

At the moment we are looking for applicants who live and work in the USA or Canada and speak English as a first language.

Our Stack

We make a conscientious effort to use the latest and most powerful technologies and to keep them running on the latest stable version available.

The most notable items on the list are: React, Node, GraphQL, SQL, NoSQL, Express, Webpack, Babel, TypeScript, Jest, Storybook, Git, Heroku, Docker, Stripe.




Requirements



* Minimum 5 years of working experience with JavaScript including backend and frontend.

* Experience training teams of 20+ with a wide range of knowledge, both in groups and individually.

* Deep understanding of the software creation process.

* Ability to pick up new technologies and languages quickly, and confidently teach them to developers.

* High level knowledge of and experience with JS, latest ES methodologies and concepts, TypeScript, React, Node.js, Github, development patterns and testing patterns.




Bonus Points

The following items are not requirements but would ensure a shallower learning curve in this position:


* High level knowledge of Babel, Express, GraphQL, Webpack, Docker.

* Experience with web hosting, server infrastructure or server management.

* Experience with payment processing (Stripe), customer support tools (Intercom).

* Experience working in multilingual teams.







Benefits



* A dynamically growing international company where what you do has a direct and immediate impact.

* We have an amazing design (UI and UX) team so development receives fully researched and designed tasks.

* This is a fully remote role. The JavaScript Developer Trainer can work from anywhere with reliable broadband internet access.

* Our positions offer a great deal of flexibility, responsibility, and opportunity for growth for the right candidate.




If you want to learn more about Kinsta and what it's like to work for our team, head to our website, Kinsta.com, and look for the About Us link in the footer.
 Apply now and work remotely at Kinsta"
2020-06-27 00:00:27-07:00,Room Service,Software Engineer (generalist),"['dev', 'engineer', 'digital nomad', 'y combinator']","


Skills: Distributed Systems, TypeScript, React




Room Service is hiring a generalist software engineer. We're not looking for someone that knows everything, but someone who's done a lot of different things or is interested in learning new things.
What Room Service does





We make the infrastructure used to build real-time collaboration. Think like Google Docs or Figma: multiple people editing the same thing a the same time.





In the long term, Room Service is the cool company about making friends and working together. We're going to make it easier to build multiplayer products in all sorts of ways and hopefully make the internet more fun along the way.
What you could work on


* Building a CRDT-like datastore in Typescript / Go.

* Deploying &amp; managing servers as physically close to users as possible

* Creating Room Service's CLI &amp; web dashboard



What we look for


* 
You teach others. If your way of understanding a topic is to teach someone else about it, then we want to hire you. Bonus points if you can teach others through writing.

* 
You default to helping. If you find a bug in an library you're using and don't just find a workaround, but fix it and submit a PR to the repo, we want to hire you.

* 
You're friendly. We're a company about making friends and working together; we like friendly folks.



Nice things about working here


* Remote &amp; flexible hours, even after the pandemic dies down.

* Legitimate concern for your well being and mental health (we even started as a mental health company)

* Working on new &amp; interesting tech, much of it OSS




 Apply now and work remotely at Room Service"
2020-06-26 21:04:29-07:00,LIBERA,Associate Software Engineering Manager,"['dev', 'exec', 'engineer', 'digital nomad']","
JOB SUMMARY:

This position is responsible for assisting the Engineering Manager in overseeing the development of a variety of web applications in modern technologies, providing technical direction and mentoring to a group of Engineers, collaborating closely with Information Technology, Product Management, Project Management and Quality Assurance groups. &nbsp;Coach the team on best practices when designing, implementing, testing, and developing scalable, secure code.

MINIMUM REQUIRED EDUCATION, TRAINING AND EXPERIENCE:


* 7+ years programming experience

* 5+ years&rsquo; experience performing code reviews and mentoring

* 3+ years&rsquo; experience leading a team through planning, prioritization and delivery

* Full understanding of Full-stack in-depth technology

* Full understanding of Front-end (Angular, Bootstrap, SASS) technology

* Full understanding of Backend (NodeJS, .NET Core) technology

* Full understanding of Databases (Postgres, Mongo)

* API design using a microservices architecture (GraphQL, gRPC, and REST)

* Experience building responsive and accessible web applications





* Experience working in the cloud with Amazon Web Services (AWS) and Docker containers

* Experience managing/leading a remote team





* Knowledge of Kanban methodologies and development practices

* Knowledge of design principles to support unit testing (Mocha, Chai, xUnit, Jest)





* Experience with CI/CD pipeline development

* Familiarity with ITIL methodologies




REQUIRED SKILLS:


* Ability to anticipate and problem solve.

* Knowledge of Kanban methodologies and development practices

* Knowledge of design principles to support unit testing

* Ability to anticipate and problem solve

* Prior experience with JIRA, Octopus Deploy and/or TeamCity

* Familiarity with ITIL methodologies

* Extremely proactive, responsive, and upbeat attitude




JOB SPECIFIC DUTIES:&nbsp; These are job duties specific to your role

INTERNAL:


* Assist with in day-to-day oversight and coaching

* Perform code reviews

* Assume responsibility for code quality

* Assume responsibility for defect reduction

* Assist in reporting metrics of quality, efficiency, and performance

* Assign resources and utilization

* Participate in stand-up meetings

* Conduct regularly one-on-one meetings

* Contribute to design and architecture decisions

* Measure and monitor quality and quantity of work performed

* Ensure completeness of Level of Effort (LOE) estimations

* Participate in the RFP process

* Participate in Change Approval Board

* Participate in Daily Service Review

* Participate in Technology Review Committee

* Recommend improvements to security policies when possible weaknesses are observed

* Deliver according to Corporate goals




EXTERNAL:


* Communicate with clients

* Communicate with technology partners

* Record all external discussions

* Support all solution demos




JOB ESSENTIAL DUTIES:&nbsp; These are job duties essential for every position at Libera

&nbsp;COMMUNICATION:&nbsp; 


* Actively listens to others

* Ability to present information

* Written communication skills

* Demonstrate concern and understanding

* Treat confidential information appropriately

* Promote open communication

* Provide timely and effective written/verbal communication

* Keep others informed of progress and/or problems

* Share information

* Explain reasons for decisions affecting others




PROBLEM SOLVING:


* Proactive approach to solving problems

* Gathers and analyzes information skillfully

* Think creatively

* Anticipate problems

* Demonstrate conflict resolution skills and ability to solve problems

* Identify and mitigate risks appropriately

* Recommend improvements to security policies when possible weaknesses are observed




&nbsp;LEADERSHIP:&nbsp;&nbsp; 


* Deliver according to Corporate goals

* Demonstrate ability to manage conflict

* Take proactive approach to implement change

* Ensure all people are treated with dignity and respect

* Be self-motivated

* Demonstrate a positive attitude

* Display willingness to make decisions

* Is customer focused

* Motivate others to perform well

* Manage stress

* Seek opportunities for professional / self-development

* Exhibits confidence in self and others

* Be polite and avoid offensive language

* Seek to be an example in all actions and interactions




&nbsp;&nbsp;TEAMWORK:&nbsp;&nbsp; 


* Work effectively and dependably with others to meet team objectives

* Encourage others

* Demonstrate concern and understanding for co-workers

* Exhibits objectivity and openness to other&rsquo;s views

* Prepares for and leads meetings

* Demonstrate strong responsibility toward personal assignments

* Is accountable for actions

* Use and/or encourages joint problem solving

* Involves others in decision making

* Is open to receiving and giving feedback

* Develop peer relationships




&nbsp;SUPERVISOR &ndash; DIRECTION AND DEVELOPMENT:&nbsp; 


* Ensure associates have proper skills to perform their jobs effectively

* Analyze coverage and manage employee schedules

* Establish standards and priorities for subordinates with clear goals and objectives

* Demonstrate effective team building, coaching, and counseling skills

* Participate in progressive disciplinary process

* Seek and provide developmental opportunities for subordinates

* Participates effectively in recruitment process

* Participates in employee relations activities

* Executes employee engagement initiatives as directed

* Ensure job descriptions are current and accurate

* Participates in developing individual training initiatives

* Complete performance appraisals in a timely manner

* Enforce staff accountability



 Apply now and work remotely at LIBERA"
2020-06-26 15:19:03-07:00,MicroGSD,Full Stack .NET Mssql Developer,"['full stack', 'dev', 'sql', 'digital nomad']","
Technologies


* .NET

* VB.NET

* C#

* .NET Core

* ASP.NET

* MSSQL - SQL Server

* React

* Javascript

* Node.js

* ElasticSearch




Job description

We are looking for a software engineer with a &ldquo;find or make a way&rdquo; attitude who can initialize and manage projects. We expect the role to begin as an individual contributor and grow into a nearly autonomous role. This opportunity is for someone excited for autonomy, ownership, flexible working hours and responsibility. This is a remote position available as contract.

Our stack


* We service several different applications. All are written in some form of .NET with various different front end technologies (React, DNN (legacy), ASP.NET Forms, MVC).

* All of our applications utilize Microsoft SQL Server. Some use MAS500/Sage 500 ERP.

* All applications live in Amazon Web Services (AWS).

* Our latest applications are written in .NET Core &amp; React.

* We are looking for talent who can contribute to all of our applications, new or legacy.

* Recommended development machine utilizes modern processors and SSDs with about 2 TB of storage and several monitors. Windows 10 with Visual Studio 2019, Visual Studio Code and MSSQL.




Build something challenging and valuable

You will be challenged to accomplish a variety of different goals depending on the project. Explore the limits of your intuition and resourcefulness while interacting with legacy systems and poorly programmed integrations. Some typical work days you can expect:


* Interacting with teams of non-engineers to establish project requirements and expected outcomes, with deep consideration for future impacts.

* Writing new internal or ecommerce web applications

* Refining legacy applications to save labor hours

* Optimizing legacy applications

* Optimizing MSSQL

* Automation to save labor hours

* Implementing AB tests on ecommerce websites




See if you fit our requirements

We are looking for someone with the following attributes


* Ability to read and speak English is required to clearly communicate with clients and read documentation

* 3+ years experience working in back-end applications

* 2+ years experience working with front-end applications

* Deep familiarity with .NET/ASP.NET/MSSQL

* Bonus for familiarity with ReactJS/Javascript/.NET Core/MVC

* Ability to document new and legacy systems where documentation is lacking.

* Ability to pass a background check (if applicable)

* Proven dedication to creating maintainable and functional systems




Apply for job

Please provide the following:


* Resume

* Link to Stack Overflow profile

* Link to GitHub profile




Also See


* https://www.microgsd.com/job.html



 Apply now and work remotely at MicroGSD"
